0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.5,0.0,0.50547945,0.6356164,1.0,0.26923078,0.52666664,0.52933335,0.548,0.56666666,0.50000036,0.5000497,0.5000843,0.5287419,0.0,0.50000036,0.5000497,0.5000843,0.5287419,0.0
0.0,0.12465751,1.0,0.5,1.0,0.26923078,0.52666664,0.52666664,0.52666664,0.57533336,0.50000036,0.50009835,0.5001143,0.50285214,0.0,0.50000036,0.50009835,0.5001143,0.50285214,0.0
0.5,0.0,0.50547945,0.6356164,1.0,0.26923078,0.52666664,0.532,0.544,0.56666666,0.50000066,0.5000449,0.5001245,0.0,0.0,0.50000066,0.5000449,0.5001245,0.0,0.0
0.5,0.5,0.50547945,0.0,1.0,0.26923078,0.52666664,0.532,0.0,0.56666666,0.0,0.5000548,0.50037825,0.0,0.0,0.0,0.5000548,0.50037825,0.0,0.0
0.0,0.0,0.86712325,0.86712325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.5,0.0,0.71085167,0.26923078,0.52666664,0.52933335,0.5625,0.0,0.50003684,0.0,0.5000929,0.0,0.0,0.50003684,0.0,0.5000929,0.0,0.0
0.0,0.0,0.0,0.50547945,0.0,0.26923078,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.5017905,0.0,0.0,0.0,0.0,0.5017905,0.0
0.5,0.5,0.50547945,0.6356164,1.0,0.26923078,0.528,0.53333336,0.54466665,0.56666666,0.50000066,0.5000495,0.5003482,0.0,0.0,0.50000066,0.5000495,0.5003482,0.0,0.0
0.5,0.5,0.5113014,0.0,0.5206044,0.26923078,0.52666664,0.0,0.0,0.778,0.50010884,0.0,0.52127606,0.5165577,0.0,0.50010884,0.0,0.52127606,0.5165577,0.0
0.5,0.0,0.5,0.5,0.0,0.26923078,0.5,0.5,1.0,1.0,0.0,0.5001189,0.5011298,0.5054261,0.0,0.0,0.5001189,0.5011298,0.5054261,0.0
