0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.5027322,0.50342464,0.0,0.57328767,0.0,0.0,0.0,0.0,0.5,0.0,0.50001484,0.0,0.0,0.0,0.0,0.50001484,0.0,0.0,0.0
0.0,0.0,0.5,0.50547945,0.5952055,0.0,0.0,0.52666664,0.532,0.54933333,0.5000467,0.0,0.5000075,0.50006896,0.5000065,0.5000467,0.0,0.5000075,0.50006896,0.5000065
0.50619197,0.0,0.0,0.0,0.86712325,0.0,0.0,0.0,0.0,0.7313333,0.5,0.0,0.0,0.0,0.5005643,0.5,0.0,0.0,0.0,0.5005643
0.50619197,0.5027322,0.0,0.0,0.5082192,0.0,0.0,0.0,0.0,0.59066665,0.0,0.0,0.5000813,0.50137615,0.50019395,0.0,0.0,0.5000813,0.50137615,0.50019395
0.50619197,0.5027322,0.5,0.510274,0.0,0.6098901,0.0,0.52933335,0.5416667,0.5706667,0.50003564,0.0,0.5000481,0.0,0.50033104,0.50003564,0.0,0.5000481,0.0,0.50033104
0.50619197,0.5027322,0.5,0.0,0.50547945,0.0,0.52666664,0.52666664,0.52933335,0.0,0.0,0.0,0.0,0.50010467,0.0,0.0,0.0,0.0,0.50010467,0.0
0.50619197,0.5027322,0.5,0.0,0.0,0.0,0.52666664,0.52666664,0.532,0.54933333,0.0,0.0,0.50002193,0.50007105,0.50000757,0.0,0.0,0.50002193,0.50007105,0.50000757
0.0,0.5027322,0.50547945,0.6356164,1.0,0.0,0.0,0.532,0.0,0.56666666,0.5000006,0.5000067,0.5000085,0.0,0.5005062,0.5000006,0.5000067,0.5000085,0.0,0.5005062
0.0,0.5027322,0.5,0.0,0.0,0.0,0.52666664,0.52666664,0.532,0.54933333,0.0,0.0,0.5000128,0.5000751,0.5000102,0.0,0.0,0.5000128,0.5000751,0.5000102
0.50619197,0.5027322,0.5,0.0,0.0,0.0,0.52666664,0.52666664,0.532,0.55,0.0,0.0,0.5000082,0.50014424,0.500017,0.0,0.0,0.5000082,0.50014424,0.500017
0.50619197,0.5027322,0.5,0.0,0.0,0.0,0.52666664,0.52666664,0.532,0.0,0.0,0.0,0.50000775,0.5001723,0.500019,0.0,0.0,0.50000775,0.5001723,0.500019
0.0,0.0,0.0,0.0,0.5650685,0.0,0.0,0.0,0.0,1.0,0.5000175,0.5000088,0.0,0.0,0.0,0.5000175,0.5000088,0.0,0.0,0.0
0.0,0.5027322,0.50547945,0.6356164,0.44520545,0.0,0.52666664,0.52933335,0.548,0.56666666,0.5000823,0.5000164,0.0,0.5180964,0.50162786,0.5000823,0.5000164,0.0,0.5180964,0.50162786
0.0,0.5027322,0.0,0.0,0.44520545,0.6098901,0.52933335,0.44666666,1.0,0.44666666,0.0,0.0,0.5000455,0.501205,0.50015974,0.0,0.0,0.5000455,0.501205,0.50015974
0.50619197,0.5027322,0.0,0.0,0.5082192,0.0,0.0,0.0,0.0,0.59066665,0.0,0.0,0.500056,0.5013813,0.50014997,0.0,0.0,0.500056,0.5013813,0.50014997
0.0,0.5027322,0.50342464,0.0,0.57328767,0.0,0.0,0.0,0.0,0.5,0.0,0.5000117,0.0,0.0,0.0,0.0,0.5000117,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5650685,0.0,0.0,0.0,0.0,1.0,0.50001127,0.5000097,0.0,0.0,0.0,0.50001127,0.5000097,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5650685,0.0,0.0,0.0,0.0,1.0,0.50000596,0.5000119,0.0,0.0,0.0,0.50000596,0.5000119,0.0,0.0,0.0
